date,steps,distance,runDistance,calories,weekday,is_weekend
2025-05-25,9081,6492,290,217,Sunday,True
2025-05-26,1099,762,224,33,Monday,False
2025-05-27,6519,4908,245,168,Tuesday,False
2025-05-28,4279,3132,312,113,Wednesday,False
2025-05-29,14945,11402,541,394,Thursday,False
2025-05-30,2711,1909,162,67,Friday,False
2025-06-02,5371,4233,188,143,Monday,False
2025-06-03,2699,2114,68,74,Tuesday,False
2025-06-04,5201,3870,338,133,Wednesday,False
2025-06-05,1395,954,177,35,Thursday,False
2025-06-06,5941,4201,289,143,Friday,False
2025-06-07,6646,4876,274,161,Saturday,True
2025-06-08,8669,6710,240,231,Sunday,True
2025-06-09,5669,4339,312,152,Monday,False
2025-06-10,6754,4689,490,163,Tuesday,False
2025-06-11,5631,4154,287,137,Wednesday,False
2025-06-12,5425,4037,284,132,Thursday,False
2025-06-13,4595,3267,282,114,Friday,False
2025-06-14,8044,5943,235,204,Saturday,True
2025-06-15,7145,5295,424,185,Sunday,True
2025-06-16,19066,14186,564,476,Monday,False
2025-06-17,8628,6359,274,217,Tuesday,False
2025-06-18,18102,13283,367,433,Wednesday,False
2025-06-19,14769,10585,718,355,Thursday,False
2025-06-20,15573,11998,566,408,Friday,False
2025-06-21,8298,6155,220,206,Saturday,True
2025-06-22,15447,11801,528,405,Sunday,True
2025-06-23,5130,3806,277,129,Monday,False
2025-06-24,5214,3917,262,132,Tuesday,False
2025-06-25,4408,3300,231,106,Wednesday,False
2025-06-26,1531,1050,127,38,Thursday,False
2025-06-27,5628,4149,260,141,Friday,False
2025-06-28,7844,5685,353,186,Saturday,True
2025-06-29,8764,6826,217,237,Sunday,True
2025-06-30,9781,7264,489,246,Monday,False
2025-07-01,1768,1210,195,45,Tuesday,False
2025-07-02,5579,4132,317,142,Wednesday,False
2025-07-03,1058,724,125,29,Thursday,False
2025-07-04,5180,3858,297,128,Friday,False
2025-07-05,11664,8978,328,307,Saturday,True
2025-07-06,11860,9013,558,301,Sunday,True
2025-07-07,5462,4120,174,146,Monday,False
2025-07-08,1612,1109,152,40,Tuesday,False
2025-07-09,8065,6050,342,210,Wednesday,False
2025-07-10,6056,4680,235,161,Thursday,False
2025-07-11,7735,5622,377,188,Friday,False
2025-07-12,25644,19522,643,644,Saturday,True
2025-07-13,23643,17535,568,591,Sunday,True
2025-07-14,13131,9696,647,319,Monday,False
2025-07-15,3951,2824,243,96,Tuesday,False
2025-07-16,5672,4172,274,140,Wednesday,False
2025-07-17,3732,2562,214,87,Thursday,False
2025-07-18,4695,3267,400,117,Friday,False
2025-07-19,14755,11069,387,367,Saturday,True
2025-07-20,5804,4048,405,137,Sunday,True
2025-07-21,5968,4414,363,150,Monday,False
2025-07-22,3844,2708,329,97,Tuesday,False
2025-07-23,7803,5811,417,195,Wednesday,False
2025-07-24,5970,4090,175,125,Thursday,False
2025-07-25,2649,1835,162,59,Friday,False
2025-07-26,6737,4907,232,156,Saturday,True
2025-07-27,12063,9008,449,297,Sunday,True
2025-07-28,5844,4326,274,143,Monday,False
2025-07-29,2031,1390,160,47,Tuesday,False
2025-07-30,6098,4472,341,152,Wednesday,False
2025-07-31,8884,6626,340,225,Thursday,False
2025-08-01,2166,1597,99,57,Friday,False
2025-08-02,16533,12601,652,424,Saturday,True
2025-08-03,4217,3116,162,112,Sunday,True
2025-08-04,2336,1625,137,55,Monday,False
2025-08-05,7502,5554,375,194,Tuesday,False
2025-08-06,9472,7322,301,245,Wednesday,False
2025-08-07,7169,5462,257,184,Thursday,False
2025-08-08,7682,6119,149,209,Friday,False
2025-08-09,23625,17879,618,596,Saturday,True
2025-08-10,13379,10095,437,342,Sunday,True
2025-08-11,11216,8429,426,267,Monday,False
2025-08-12,4892,3722,190,127,Tuesday,False
2025-08-13,1001,685,98,25,Wednesday,False
2025-08-14,6835,5082,329,168,Thursday,False
2025-08-15,5975,4231,171,141,Friday,False
2025-08-16,18279,13817,537,460,Saturday,True
2025-08-17,9636,6994,293,235,Sunday,True
2025-08-18,1256,859,168,33,Monday,False
2025-08-19,3603,2550,274,89,Tuesday,False
2025-08-20,5907,4375,261,148,Wednesday,False
2025-08-21,9471,7338,330,251,Thursday,False
2025-08-22,7399,5557,315,186,Friday,False
2025-08-23,10098,7519,231,246,Saturday,True
2025-08-24,8982,6624,406,213,Sunday,True
2025-08-25,4882,3723,326,130,Monday,False
2025-08-26,3976,2775,317,91,Tuesday,False
2025-08-27,9723,6979,431,234,Wednesday,False
2025-08-28,3130,2143,238,71,Thursday,False
